Course,Term_Offerings,Campus,undergraduate_offered,postgraduate_offered,course_description,pre_requisites,course_uoc
PHAR9130,Term 3 2019,"Main Campus, Kensington",0,1,"This course is designed to provide participants with the skills, knowledge and global networks to discuss and develop strategies to address principles and issues facing global pharmaceutical regulatory affairs and its role in the maintenance of public health. Participants will develop a deep understanding of therapeutic product regulation across the world and acquire the skills and self-knowledge to lead change management in international regulatory issues. It is designed for people who are currently working in pharmaceutical regulatory affairs and wanting to move into senior global management positions in regulatory affairs.",No Prerequisites,6 Units of Credit
PHCM1001,Term 3 2019,"Main Campus, Kensington",1,0,"This course aims to develop student’s understanding of core concepts in the health and well-being of Indigenous peoples worldwide, with particular focus on the Aboriginal and Torres Strait Islander peoples in Australia and Indigenous peoples in United States (or the Americas more broadly). The course highlights the differences in distribution of disease and health disparities between Indigenous and non-Indigenous peoples and develops an understanding of underlying interrelated physical, psycho-social, cultural and other determinants of Indigenous peoples’ health. Students will be provided with examples of evidence-based research and health practice to learn about the ways in which Indigenous health and well-being can be supported.",Currently enrolled in program 3880 Bachelor of International Public Health,6 Units of Credit
PHCM2001,Term 1 2019,"Main Campus, Kensington",1,0,"Epidemiology and its use in public health research and practice.  This course introduces students to epidemiological principles and methods.  It aims to enable students to apply an epidemiological approach to the study of disease and illness, to interpret and assess the quality of evidence of a range of study designs and report on epidemiological research.",No Prerequisites,6 Units of Credit
PHCM2002,Term 1 2019,"Main Campus, Kensington",1,0,"Biostatistics is an introductory course to statistical methods used in the healthcare field. This course introduces students to the quantitative methods that are the cornerstone of public health research and evidence-based public health policy and practice. Students will learn about the principles of statistical reasoning, underlying assumptions, and methods to analyze and interpret data.",No Prerequisites,6 Units of Credit
PHCM2003,Term 3 2019,"Main Campus, Kensington",1,0,"Health Promotion is a fundamental component of any approach to public health and population health, whether it be research, policy or practice. The World Health Organisation defines health promotion as ‘Health promotion is the process of enabling people to increase control over, and to improve, their health. It moves beyond a focus on individual behaviour towards a wide range of social and environmental interventions.” (http://www.who.int/topics/health_promotion/en/ ). This course provides an overview of health promotion including examination of the social determinants of health, health literacy and foundations in health promotion. During the course students will explore the role of health promotion in addressing a range of current global health issues and their relevance to the field of public health. Students will examine contemporary perspectives on health and health promotion contributions to public health and population health responses. The course enables students to gain an understanding of  how health can be defined from different perspectives, and develop core knowledge of health promotion including its foundation theories, principles and concepts,. The course will equip students with the capacity to engage in public health and population health through the essential health promotion skills and understandings.",No Prerequisites,6 Units of Credit
PHCM2004,Term 2 2019,"Main Campus, Kensington",1,0,"This course will introduce students to the burden of infectious or communicable disease worldwide. Students will learn about the theory of transmission modes, surveillance, outbreak investigation, current disease prevention, control and management strategies, and emerging and re-emerging infections. Key case studies covering different types of communicable diseases will be used to illustrate these important concepts. Current and future challenges in communicable disease control will be highlighted.",No Prerequisites,6 Units of Credit
PHCM2005,Term 3 2019,"Main Campus, Kensington",1,0,"Disease surveillance and population health monitoring represents one of the most important tools for public health, for early disease detection and prevention, and the monitoring and evaluation. Early detection of and rapid response to a public health threat has huge potential to save lives and costs from preventing hospitalizations and deaths. This course provides an overview of different types of surveillance systems and the sources of data that are used in such systems. Students learn to assess challenges and limitations associated with different types of public health surveillance systems and develop the skills to examine the tools and approaches that can be used to improve the effectiveness of public health surveillance systems. The course looks at principles of disease prevention more broadly.  Public health prevention measures are discussed including immunisation and screening, using case studies for both communicable and non-communicable diseases. The role of epidemiological and social factors is also considered.",No Prerequisites,6 Units of Credit
PHCM2006,Term 2 2019,"Main Campus, Kensington",1,0,"The overall aim of this course is to enable students to develop their understanding of both public health policy and programs as a part of public health practice.  Students will learn about the concept and role of policy and the key concepts, models and approaches to designing and evaluating public health programs. Case studies from multiple countries and contexts will be used as teaching material.",No Prerequisites,6 Units of Credit
PHCM2007,Term 3 2019,"Main Campus, Kensington",1,0,"The course aims to develop students understanding of different approaches to leading and managing at different levels in health services in local and international contexts to improve individual, community and population level outcomes.  Students will be introduced to the common and overlapping skills and features of effective health leadership within public health agency settings requiring coordinated system-wide action through to health care management in more clinically focused patient delivery settings. Topics include management and leadership theories and models; systems perspectives and strategic thinking; influence, power and leading change; managing interprofessional teams and motivating staff; conflict management and improving health worker performance.",No Prerequisites,6 Units of Credit
PHCM2009,Term 2 2019,"Main Campus, Kensington",1,0,"This course aims to enhance students’ understanding of the major non-communicable diseases- specifically so-called “lifestyle diseases” including cardiovascular disease, cancer, type II diabetes, chronic lung disease- and the interaction between their associated lifestyle behaviours such as unhealthy diet, physical inactivity, tobacco use and alcohol use. Students will examine the concept of the epidemiological transition to provide insights into trends in the burden of lifestyle diseases and injuries globally and in developing countries. This course will help students to evaluate prevention and control approaches to lifestyle diseases, and to critique the modern social environment and lifestyle behaviours with respect to global health. Topics include: the global burden of disease, the epidemiological transition, injury prevention, health systems, global tobacco control, obesity, and global action plan on non-communicable diseases.",No Prerequisites,6 Units of Credit
PHCM4013,Term 3 2019,"Main Campus, Kensington",1,0,"It is the business of health promotion and all health care practitioners to influence the status quo towards promoting health. This course provides an overview of social aspects of health and foundations in health promotion. The course will enable you to examine contemporary social and cultural perspectives on health, healthcare and on people's everyday lived experience of health & illness. The course commences with analysis of theories, principles and strategies of influence for change, focussing on the individual. The course progresses to exploring the role of health promotion in addressing a range of contemporary public health problems at the community and national level. The course will include an examination of the role of sport in health promotion.",Prerequisite: HESC3504,6 Units of Credit
PHCM9001,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,0,N\A,N\A,N\A
PHCM9002,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,0,N\A,N\A,N\A
PHCM9005,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,0,N\A,N\A,N\A
PHCM9006,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,0,N\A,N\A,N\A
PHCM9007,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,0,N\A,N\A,N\A
PHCM9008,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,0,N\A,N\A,N\A
PHCM9010,Term 2 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
This course explores the meaning and conceptual frameworks of community development as an approach to improving the health of individuals and the broader community in both the local and international context. The material covered facilitates exploration of the fundamental components of community development, such as needs assessment, empowerment, and evaluation. Local and international case examples are used to explore theories and models in practice and to highlight and reflect on the issues and dilemmas faced in community development work across a range of settings. This course is useful for community workers, researchers, policy officers/managers, health service administrators/managers, educators or clinicians. For those with field experience, this course will provide a strong theoretical basis and will introduce some new practice tools. For those with little or no field experience, it provides a good mix of theories, models, practical examples and tools to introduce this exciting approach to improving health.",Prerequisite: Students who are not enrolled in a postgraduate program in the School of Public Health and Community Medicine will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9012,Term 3 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
This course provides an overview of social aspects of health and foundations in health promotion. The course will enable students to examine contemporary social and cultural perspectives on health, healthcare and on people's everyday lived experience of health & illness, and explore the role of health promotion in addressing a range of contemporary public health problems. Current global health issues and their relevance to health promotion and the field of public health are examined through analysis and application of best practice principles including assessment for effectiveness. The course moves students beyond the traditional silo approaches to health promotion that address risk factors and disease models. It focuses on social determinants and a multi-sectoral approach to promoting health through research, practice, policy and advocacy.Please note that Exercise Physiology students can only do this course in Stage 4.",This course is available to SPHCM and Forensic Mental Health postgraduate students. Other students will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9041,Term 1 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
This course will introduce students to the discipline of public health and health care systems. Topics include: the core functions of public health; measurement of population health; principles of communicable and non-communicable disease control; social determinants of health; indigenous health; public health advocacy and evidence based public health; and an introduction to the Australian and other health care systems.",Prerequisite: Students who are not enrolled in a postgraduate program in the School of Public Health and Community Medicine will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9050,Term 3 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
This course is designed for those working in public health or related disciplines who have an interest in immunisation, and would like to broaden their knowledge and skills. This course will provide students with a comprehensive appreciation of vaccine-preventable disease epidemiology and national immunisation policies relevant to low, middle and high resourced countries and in the context of global immunisation goals.
The course encompasses diverse aspects from vaccine development and clinical trials, policy development, program implementation and evaluation, vaccine safety and public perceptions of risk. This course aims to provide graduates with knowledge and skills in the epidemiological principles and policy issues required to develop, implement and evaluate immunisation programs. The course draws on internationally recognised experts with a breadth of experience, and has an emphasis on practical learning experiences using real case scenarios. PHCM9050 Immunisation Policy and Practice will consist of weekly lectures and tutorials.
It is important that students enrolling in the course have knowledge and experience in public health or a health-related area. Interested students, who are not enrolled in a Masters program offered by the School of Public Health and Community Medicine will need to contact the course convenor, who will assess whether they have the appropriate background, before enrolling in PHCM9050 Immunisation Policy and Practice.",Prerequisite: Students who are not enrolled in a postgraduate program in the School of Public Health and Community Medicine will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9082,Term 2 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
This course builds on the topics covered in PHCM9441 Healthcare Economics and Financial Management. This course will cover health policy related issues from economic perspective including topics such as National Health Reform, Activity based Funding, workings of health insurance markets and how demand for health care is managed given limited supply of health care. In addition, more advanced topics in financial management such as capital budgeting and costing of health services will be introduced.",Prerequisite: PHCM9441 or PHCM9351,6 Units of Credit
PHCM9100,"Term 1 2019, Term 3 2019","Main Campus, Kensington",0,1,"These are student based workshops designed to provide support in academic skills needed to successfully complete the assignments in postgraduate studies in the School. Students will be expected to bring reading and writing material that pertain to their studies in other courses.Each week, skills topics will be presented and they will be linked with the materials that students deal with in their other courses. Participants will engage in critical activities on materials used in their studies ie reviewing articles, assignments etc. There will be opportunity to discuss issues and field questions from colleagues to develop skills in defending a particular viewpoint or position.
All new International students must complete Academic Practice in their first term of study.* The course is worth 0 units of credit. The course is not counted in your study load and there are no tuition fees to be paid. Any International students who would like to be exempt from the course should contact the Postgraduate Office in the first instance. All Local students are also invited to enrol in the course.
*International students who are studying by distance in their home countries are exempt from this requirement.",Prerequisite: Students who are not enrolled in a postgraduate program in the School of Public Health and Community Medicine will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,0 Units of Credit
PHCM9103,"Summer Term 2019, Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,Independent studies are designed to provide opportunities for candidates to pursue interests and areas of study not addressed in existing courses. They are recommended particularly for candidates who wish to explore specific health or education related problems within their own discipline or area. Students wishing to enol in an independent study must obtain approval from their program director. Further Information: Independent Studies - Application Guidelines.,No Prerequisites,6 Units of Credit
PHCM9108,Term 3 2019,"Main Campus, Kensington",0,1,"This course covers techniques and tools used in the design and evaluation of health programs and projects. Program planning, needs assessment, program logic and logic models and intervention design will be covered in project/program design with an emphasis on public health interventions. Approaches to program evaluation will be used to teach techniques for program monitoring and evaluation. This includes use of Log Frames for process and impact evaluation. Case studies from both developed and developing countries will be used as teaching material.",Prerequisite: Students who are not enrolled in a postgraduate program in the School of Public Health and Community Medicine will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9120,Term 1 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
Explores a range of qualitative research methods and techniques, including participant observation, in-depth interviews and focus groups and their application to public health and health promotion. The course aims to provide students with skills for documenting and understanding how people interpret health and illness and the contexts in which they occur. Recommended for students wishing to undertake their projects using qualitative methods.",Prerequisite: Students who are not enrolled in a postgraduate program in the School of Public Health and Community Medicine will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9129,Term 3 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on campus in a series of intensive workshops) and fully online.
With the rising burden of chronic illness, the prevention and management of chronic disease is a critical priority for health systems around the world. This course provides participants with an overview of prevention and management of chronic disease in community settings as it is delivered in Australia and overseas. It provides a framework for approaching the subject based on components of the Chronic Care Model developed by Wagner and others and promoted by the World Health Organization (WHO). There are opportunities for reflecting on how this operates in a variety of settings and countries. Specific topics include the burden chronic disease in Australia and internationally, chronic disease prevention, integrated care for patients with chronic disease, multi-morbidity, multidisciplinary teamwork in the prevention and management of chronic disease, self management support and health literacy, information systems and decision support, health care organisation and funding. A number of case studies are presented and discussed. Participants learn practical skills in analysing and evaluating approaches to chronic disease in a variety of settings, and identifying capacities and opportunities for change.",Prerequisite: Students who are not enrolled in a postgraduate program in the School of Public Health and Community Medicine will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9132,Term 3 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
This course introduces the student to methods used in applied public health research. It is designed to help students to carry out applied public health research (either in their paid work settings or postgraduate projects or theses) through an examination of principles of research. There are two concentrations in the course: first, we spend time critically thinking about how to prepare a research statement and second, using what we learnt through that, writing a research proposal that can be used in a real world setting. In the course we cover such topics as literature reviews, research problems or questions, principles of quantitative and qualitative research, ethics and planning a research project. The course is designed to be utilised by students in further research work.",This course is available to SPHCM and Forensic Mental Health postgraduate students. Other students will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9143,"Term 1 2019, Term 3 2019","Main Campus, Kensington",0,1,"The internship course (6UOC) aims to provide students enrolled in the Master of Health Management, Master of Public Health or Master of International Public Health degree programs, with the opportunity to gain real-world experience in a relevant health organisation through a workplace internship of 6 weeks full-time equivalent duration (168 hours). 
During the course, interns will have an opportunity to make valuable contributions to organisational healthcare initiatives that may involve areas such as policy, planning, and evaluation associated with the delivery of healthcare services, or the preparation, appraisal, implementation or evaluation of health related projects. The activities and focus of the internship placement will be relevant to the organisation and student and can be either project or normal operations-based.
On successful completion of the internship placement, students will be able to:
Demonstrate capacity to contribute to an organisation within the parameters of an agreed internship placement
Identify and delineate a significant practice based area for inquiry and focus, within the internship placement
Systematically collect and synthesise relevant information about the practice based area of inquiry drawing on relevant literature and workplace activities and experiences
Analyse, interpret and evaluate the outcomes from engagement with the practice based area of inquiry
Demonstrate capacity for self and professional reflection
Provide a reflexive interpretation on the implications for future professional practice drawing upon the internship experience and relevant themes within the Master's program
This is a merit based course and placements will be awarded based on the outcomes of a written application and interview. In order to be eligible to enrol, students must have completed at least 24 units of credit (UOC) prior to enrolling and achieved at least a credit point average.
Prior to commencing on the placement, students will be required to meet with the course convener to discuss their placement including timing, responsibilities, OHS and risk management etc. The student will also be required to complete the relevant paperwork prior to departure i.e. risk assessment forms. The following costs will be the responsibility of the student: travel to and from the placement, accommodation (if applicable), visa/immunization (if applicable), food and other sundries etc. Items of expenditure connected with the completion of placement tasks will be borne by the organisation. Interns will not receive any remuneration.
If you are interested in undertaking an internship, it is important that you contact the course conveners to indicate your interest in this course.",Prerequisite: Students who are not enrolled in a postgraduate program in the School of Public Health and Community Medicine will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9146,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,0,N\A,N\A,N\A
PHCM9148,"Summer Term 2019, Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"The project comprises in-depth study of a contemporary public health, international public health or health management issue or topic. Candidates are expected to demonstrate their ability to apply knowledge and skills gained in the program, through: identifying and defining a significant issue; systematically collecting relevant, up-to date information about the issue; analysing, interpreting and discussing the information; drawing conclusions; making recommendations; and writing a report in a manner consistent with academic standards at Masters level. The project may be in the form of a small-scale research study, a case study, a program evaluation a systematic review of the literature with a meta-analysis, or a report on field placement. Although candidates are advised to start planning early in their program, the project is normally undertaken after completion of all core and elective courses.",No Prerequisites,6 Units of Credit
PHCM9150,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"This course is only available to students who have been accepted to undertake the MPH (Extn), MIPH(Extn), MHM(Extn), or any of the dual programs with extension.
The project comprises in-depth study of a topic in public health, international public health or health services management. Candidates are expected to demonstrate their ability to apply knowledge and skills gained in the program, through: identifying and defining a significant issue; systematically collecting relevant, up-to date information about the issue; analysing, interpreting and discussing the information; drawing conclusions; making recommendations; and writing a report in a manner consistent with academic standards at Masters level. The project may be in the form of a research study, a case study, a program evaluation or a report on field placement.",No Prerequisites,18 Units of Credit
PHCM9151,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"This course is only available to students who have been accepted to undertake the MPH (Extn), MIPH(Extn), MHM(Extn) or any of the dual programs with extension. The project comprises in-depth study of a topic in public health, international public health and health services management. Candidates are expected to demonstrate their ability to apply knowledge and skills gained in the program, through: identifying and defining a significant issue; systematically collecting relevant, up-to date information about the issue; analysing, interpreting and discussing the information; drawing conclusions; making recommendations; and writing a report in a manner consistent with academic standards at Masters level. The project may be in the form of a research study, a case study, a program evaluation, a systematic review of the literature with a meta-analysis, or a report on field placement.",No Prerequisites,9 Units of Credit
PHCM9152,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"This course is only available to students who have been accepted to undertake the MPH (Extn), MIPH(Extn), MHM(Extn), or any of the dual programs with extension, and wish to complete the major project (18UOC) on a part-time basis over 3 terms. Students must repeat enrolment in PHCM9152 to complete the requirements for the 18UOC project. See PHCM9150 for course description.
The project comprises in-depth study of a topic in public health, international public health or health services management. Candidates are expected to demonstrate their ability to apply knowledge and skills gained in the program, through: identifying and defining a significant issue; systematically collecting relevant, up-to date information about the issue; analysing, interpreting and discussing the information; drawing conclusions; making recommendations; and writing a report in a manner consistent with academic standards at Masters level. The project may be in the form of a research study, a case study, a program evaluation or a report on field placement.",No Prerequisites,6 Units of Credit
PHCM9200,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,0,N\A,N\A,N\A
PHCM9201,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,0,N\A,N\A,N\A
PHCM9331,Term 3 2019,"Main Campus, Kensington",0,1,"The aim of this course is to consider ethics and law in public health and in the management of health care institutions. The course includes an introduction to ethics and explores the ethical challenges of balancing the interests of individuals and society within a healthcare context. Differences between the strong community focus of public health ethics and the more individual focus of clinical ethics are also studied. An introductory briefing on health law is provided together with discussions on common issues of concern relating to public health and health management law. Students are given opportunities to apply their learning to particular issues of interest in public health and health care management.
The course is offered in external mode and involves weekly online tutorials as well as a compulsory one day Foundations Workshop at the start of the course.
The course aims to deliver knowledge and skills in identifying ethical and legal issues in health care policy development by reference to some recurring tensions:  Balancing individual rights with the goal of achieving healthy populations; the challenges of health care rationing; and addressing the needs of particular groups.  We will bring these issues to life through a series of case studies, including tobacco control policy, the 'obesity epidemic'?, pandemic influenza, involuntary treatment for mental illness, vaccination policy and cancer screening. These case studies form the basis of online discussions and provide a practical anchor for developing students' understanding of the relevant ethical and legal issues.
Perhaps more than any other discipline, discussion and collaboration is the key to ethical decision making.  Communication with stakeholder groups and drawing on expertise across a range of disciplines including economics, law, sociology, the various health care professions, research fields including epidemiology, infection control and so on, are central to creating policy and designing appropriate and effective laws.  Online group discussions are central to students learning in this course as students will learn from each other, drawing on the diverse experiences and interestrests in the student group, as well as from the course materials. 
Ethics & Law in Public Health satisfies the compulsory requriement for an ethics and law component in tertiary studies, for accrediation by the Royal Australasian College of Healthcare Adminstrators.",This course is available to SPHCM and Forensic Mental Health postgraduate students. Other students will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9381,Term 2 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
This course is concerned with the policy process, and how it can be used in the advancement of public health. It focuses on how issues become matters of policy concern, how participants (and which ones) engage in policy activity, and on the organizational locations and relationships through which policy is developed and has its impact. Particular attention is given to the relationship between research, other forms of evidence, and policy and practice. Participants will be invited to describe and examine their own experience of policy and policy-making, and through assignment work on a particular policy question, will develop skills in policy analysis and understandings which will help them to navigate the policy environments in which they operate. The course is suitable for both Australian and international students.",Prerequisite: Students who are not enrolled in a postgraduate program in the School of Public Health and Community Medicine will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9391,Term 1 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
This course is designed to help students develop their knowledge, skills and perspectives on strategic management and planning, and to apply strategies, techniques and tools to enhance their leading change in the health sector. It aims to present material, engage participants in a dialogue, provide insights and feedback and enable participants to reach conclusions about how they might improve their capacity to lead change through policy-making and strategic planning.",Prerequisite: Students who are not enrolled in a postgraduate program in the School of Public Health and Community Medicine will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9440,Term 3 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
This course will provide students with an introduction to economic evaluation in healthcare, including its use as a tool to assist with government decision making. The course will focus on the concepts and the methods involved in cost-effectiveness/utility analysis. It will provide students with the skills to critically appraise economic evaluations and illustrate how to apply the concepts involved to assess health interventions.",Prerequisite: Students who are not enrolled in a postgraduate program in the School of Public Health and Community Medicine will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9441,Term 1 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
This course combines health economics and healthcare financial management. The first module of this course Introduction to Health Economics will cover key economic concepts which will explain the mechanisms driving above policies/ behaviour. The main objective of this module is to introduce you to several economic concepts relevant to health care management and demonstrate how they are applied to actual situations in the health care industry. The second module of this course Financial Management will introduce you to many accounting principles, processes and procedures and their general application to the health care system.  This module will help you develop a sound working knowledge of basic financial statements as well as an understanding of budgeting for decision-making and managerial control in health management. Together these modules will assist you to understand economic principles and techniques that influence decision making and government policy in the healthcare industry. They will also provide you with core capabilities for making health management decisions related to budgets and resources.  In both modules the emphasis is on understanding how finance and economics can be used in day-to-day decision making – so a practical scenario-based approach will be taken. Similarly, the assessments will also focus on practical applications of the concepts.",Prerequisite: Students who are not enrolled in a postgraduate program in the School of Public Health and Community Medicine will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9443,Term 2 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
You may be one of those people who asks yourself ""what economics has to do with health and health care?"" For some people, economics seems quite at odds with fundamental social goals such as  'good health'. The answer lies in the fact that resources are inevitably scarce and choices have to be made about their allocation. Health economics is about the optimisation of health relative to other activities and making choices to use resources in ways that improve health and service delivery within the limited resources available. Health economics can provide insight into questions like:  Which is the more effective method of increasing the uptake of health services: price-controls or subsidies? How will the involvement of the private sector in the funding and delivery of health care affect access to it? What are the most cost-effective mechanisms for delivering essential medicines to those living in remote areas? Are out of pocket payments for health care a regressive funding mechanism? How should doctors be paid? The primary goal of this course is to provide participants with the knowledge, skills, and basic economic arguments that are central to discussions about health policy options and resource allocation choices in low and middle income countries. By the end of the course, students will be in a stronger position to (i) Demonstrate understanding of the main functions and challenges facing health systems in the developing world; (ii) explain the key economic principles and concepts relevant to health economics and financing; (iii) discuss specific features that distinguish markets for health care from markets for other goods and services; (iv) distinguish between the principal ways of funding health services and paying health care providers; and (v) critically appraise evidence on the efficiency and equity implications of health financing reforms in low and middle income countries.",Prerequisite: Students who are not enrolled in a postgraduate program in the School of Public Health and Community Medicine will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9471,Term 1 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
This course focuses on the principles and practice of health system analysis, the sources and utilisation of information relating to the development, organisation and operation of healthcare systems, and frameworks for assessing the performance of different health systems. It draws on material from healthcare systems of both developed and less developed countries to examine the economic, social, epidemiological, and political environments within which healthcare systems operate and the various patterns that emerge. We examine the key building blocks of healthcare systems: financing arrangements including revenue generation, risk pooling and purchasing; health workforce including migration of health workers and health labour market dynamics; health system governance; models of health service delivery and access to essential medicines. The impact of some recent attempts at health system reform in different countries, including reform seeking to achieve universal health coverage, is assessed and proposals for future re-structuring are critically reviewed.",Prerequisite: Students who are not enrolled in a postgraduate program in the School of Public Health and Community Medicine will need to provide approval from their program authority and the approval of the course convenor to postgrad-sphcm@unsw.edu.au,6 Units of Credit
PHCM9498,Term 1 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
This core course introduces students to the quantitative methods that are the cornerstone of public health research and evidence-based public health policy and practice. Statistical and epidemiological concepts are taught in parallel to promote integration of knowledge across both disciplines. Students will be introduced to epidemiological principles through case studies, which will be examined for study design, associated weaknesses and strengths and statistical techniques. The statistics component develops skills and understanding of basic statistical analysis methods, with hands-on experience analysing epidemiological data using Stata software. The course is available to internal and external students and assistance will be available through tutorial activities and online help.
If possible, students who are concerned about numeracy or computing skills should consider enrolling in the course as an internal student.","Enrolled in one of the following SPHCM degrees - 5507, 5567, 7367, 7368, 9043, 9044, 9045, 9046, 9047, 9048, 5362 ,7362, 8362, 9051, 9056, 9057, 9052, 9054, 9053, 9058, 9042, 9059 or Forensic Mental Health Programs 9012, 5512 or 7312.",6 Units of Credit
PHCM9517,Term 3 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
At the end of this course students will be able to apply advanced biostatistical methods to their public health and clinical research and gain the required statistical skills to write a journal article or a standard report. In particular, students will be able to correctly select the appropriate statistical analytical method to address specific research questions, conduct the selected statistical analysis using SAS software for statistical analysis, present and interpret the results appropriately and draw valid and insightful conclusions. The broad topics that will be covered in this course include: one-way analysis of variance, simple and multiple linear regression analysis, model building strategies in regression analysis to adjust for confounding and dealing with effect modification; advanced analysis of categorical data (analysis of KxK tables), logistic regression analysis for binary outcome data, regression analysis for count data (Poisson and Negative binomial regression), analysis of time to event data including life table, Kaplan-Meier survival plot, log rank test and Cox proportional Hazards model. The learning method will include formal lectures on the topics, hands-on problem solving tutorials, computer laboratory sessions to demonstrate the use of SAS software and guest presentation on the use of the methods in clinical and public health research.",Prerequisite: PHCM9498,6 Units of Credit
PHCM9518,Term 2 2019,"Main Campus, Kensington",0,1,"This course is offered in two modes: either face to face (on-campus) and fully online.
This course explores advanced epidemiological techniques and builds upon and extends the epidemiological knowledge and skills taught in the PHCM9498 Epidemiology and Statistics for Public Health core course. The course achieves its aims through lectures, tutorials, webinars and assessments. The focus of the course is on the importance of epidemiological methods, and will give students a deeper understanding of design and sources of bias in epidemiological studies.",Prerequisite: PHCM9498 or PHCM9499,6 Units of Credit
